Name;Category;Location;WikidataID;DateCelebration;DateDeclaration;Lattitude;Longitude;NombreLink;;Ubicacion2;Ubicacion2Link;Coordinate1;Coordinate1Link;Coordinate2;Coordinate2Link;Coordinate3;Coordinate3Link;Coordinate4;Image;Coordinate4Lin k;Coordinate5;Coordinate5Link;Coordinate6;Coordinate6Link;Coordinate7;Coordinate7Link;;Fecha2;Fecha2Link;Fecha3;Fecha4;Fecha4Link;;IdentificatorLink;Category;CategoryLink;Imagen1;Imagen1Alt;Image1Link
" (Alicante)""";Q16609048;Del 24 al 31 de julio;"2003[48]​; 2003";38°30′19″N;0°13′58″O;https://es.wikipedia.org/wiki/Moros_y_Cristianos_de_Villajoyosa;;"Villajoyosa; Alicante";"https://es.wikipedia.org/wiki/Villajoyosa; https://es.wikipedia.org/wiki/Provincia_de_Alicante";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°30′19″N 0°13′58″O / 38.50528, -0.23278 (Villajoyosa);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_30_19_N_0_13_58_W_&title=Villajoyosa;38°30′19″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_30_19_N_0_13_58_W_&title=Villajoyosa;0°13′58″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_30_19_N_0_13_58_W_&title=Villajoyosa;3.850.528,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_30_19_N_0_13_58_W_&title=Villajoyosa;-0.23278;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_30_19_N_0_13_58_W_&title=Villajoyosa;Villajoyosa;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_30_19_N_0_13_58_W_&title=Villajoyosa;;;;"2003[48]​; 2003";[48];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-48;;https://www.wikidata.org/wiki/Q16609048;Moros y Cristianos de Villajoyosa;https://commons.wikimedia.org/wiki/Category:Moros_y_Cristianos_de_Villajoyosa;"http://4v.dia.fi.upm.es/test/test2_files/100px-Desembarc_Moros_i_cristians_La_Vila_Joiosa.png; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Moros y Cristianos de Villajoyosa; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Desembarc_Moros_i_cristians_La_Vila_Joiosa.png; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q16609048&descriptionlang=es&categories=Moros+y+Cristianos+de+Villajoyosa&description=Moros+y+Cristianos+de+Villajoyosa";;
Fiesta de Santiago Apóstol;International;Santiago de Compostela;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (La Coruña)""";Q12388488;25 de julio;"2001[49]​; 2001";42°53′00″N;8°32′00″O;https://es.wikipedia.org/wiki/Fiesta_de_Santiago_Ap%C3%B3stol;;"Santiago de Compostela; La Coruña";"https://es.wikipedia.org/wiki/Santiago_de_Compostela; https://es.wikipedia.org/wiki/Provincia_de_La_Coru%C3%B1a";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;42°53′00″N 8°32′00″O / 42.88333, -8.53333 (Santiago de Compostela);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_53_00_N_8_32_00_W_&title=Santiago+de+Compostela;42°53′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_53_00_N_8_32_00_W_&title=Santiago+de+Compostela;8°32′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_53_00_N_8_32_00_W_&title=Santiago+de+Compostela;4.288.333,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_53_00_N_8_32_00_W_&title=Santiago+de+Compostela;-853.333;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_53_00_N_8_32_00_W_&title=Santiago+de+Compostela;Santiago de Compostela;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_53_00_N_8_32_00_W_&title=Santiago+de+Compostela;;;;"2001[49]​; 2001";[49];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-49;;https://www.wikidata.org/wiki/Q12388488;Santiago Apóstol Festival;https://commons.wikimedia.org/wiki/Category:Santiago_Ap%C3%B3stol_Festival;"http://4v.dia.fi.upm.es/test/test2_files/100px-Santiago._Fuegos_del_Ap%C3%B3stol_2012_(7640755270).jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Fiesta de Santiago Apóstol; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Santiago._Fuegos_del_Ap%C3%B3stol_2012_(7640755270).jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q12388488&descriptionlang=es&categories=Santiago+Ap%C3%B3stol+Festival&description=Fiesta+de+Santiago+Ap%C3%B3stol";;
Carreras de caballos de Sanlúcar;International;Sanlúcar de Barrameda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Cádiz)""";Q3001481;Agosto;"1997[50]​; 1997";36°46′44″N;6°21′14″O;https://es.wikipedia.org/wiki/Carreras_de_caballos_de_Sanl%C3%BAcar;;"Sanlúcar de Barrameda; Cádiz";"https://es.wikipedia.org/wiki/Sanl%C3%BAcar_de_Barrameda; https://es.wikipedia.org/wiki/Provincia_de_C%C3%A1diz";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;36°46′44″N 6°21′14″O / 36.77889, -6.35389 (Sanlúcar de Barrameda);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_46_44_N_6_21_14_W_&title=Sanl%C3%BAcar+de+Barrameda;36°46′44″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_46_44_N_6_21_14_W_&title=Sanl%C3%BAcar+de+Barrameda;6°21′14″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_46_44_N_6_21_14_W_&title=Sanl%C3%BAcar+de+Barrameda;3.677.889,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_46_44_N_6_21_14_W_&title=Sanl%C3%BAcar+de+Barrameda;-635.389;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_46_44_N_6_21_14_W_&title=Sanl%C3%BAcar+de+Barrameda;Sanlúcar de Barrameda;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_46_44_N_6_21_14_W_&title=Sanl%C3%BAcar+de+Barrameda;;;;"1997[50]​; 1997";[50];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-50;;https://www.wikidata.org/wiki/Q3001481;Horse racing of Sanlúcar;https://commons.wikimedia.org/wiki/Category:Horse_racing_of_Sanl%C3%BAcar;"http://4v.dia.fi.upm.es/test/test2_files/100px-Caballosanlucar.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Carreras de caballos de Sanlúcar; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Caballosanlucar.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q3001481&descriptionlang=es&categories=Horse+racing+of+Sanl%C3%BAcar&description=Carreras+de+caballos+de+Sanl%C3%BAcar";;
Festival Internacional del Cante de las Minas;International;La Unión;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Murcia)""";Q5861338;Primer miércoles de agosto;"2006[51]​; 2006";37°37′09″N;0°52′32″O;https://es.wikipedia.org/wiki/Festival_Internacional_del_Cante_de_las_Minas;;"La Unión; Murcia";"https://es.wikipedia.org/wiki/La_Uni%C3%B3n_(Espa%C3%B1a); https://es.wikipedia.org/wiki/Regi%C3%B3n_de_Murcia";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;37°37′09″N 0°52′32″O / 37.61917, -0.87556 (La Unión (España));http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_37_09_N_0_52_32_W_&title=La+Uni%C3%B3n+%28Espa%C3%B1a%29;37°37′09″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_37_09_N_0_52_32_W_&title=La+Uni%C3%B3n+%28Espa%C3%B1a%29;0°52′32″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_37_09_N_0_52_32_W_&title=La+Uni%C3%B3n+%28Espa%C3%B1a%29;3.761.917,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_37_09_N_0_52_32_W_&title=La+Uni%C3%B3n+%28Espa%C3%B1a%29;-0.87556;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_37_09_N_0_52_32_W_&title=La+Uni%C3%B3n+%28Espa%C3%B1a%29;La Unión (España);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_37_09_N_0_52_32_W_&title=La+Uni%C3%B3n+%28Espa%C3%B1a%29;;;;"2006[51]​; 2006";[51];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-51;;https://www.wikidata.org/wiki/Q5861338;Festival del Cante de las Minas;https://commons.wikimedia.org/wiki/Category:Festival_del_Cante_de_las_Minas;"http://4v.dia.fi.upm.es/test/test2_files/100px-La_Union_mercado.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Festival Internacional del Cante de las Minas; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:La_Union_mercado.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5861338&descriptionlang=es&categories=Festival+del+Cante+de+las+Minas&description=Festival+Internacional+del+Cante+de+las+Minas";;
Descenso Internacional del Sella;International;Arriondas y Ribadesella;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Asturias)""";Q8355038;Primer sábado de agosto, posterior al día 2;"1980[52]​; 1980";"43°23′09″N; 43°26′45″N";"5°11′27″O; 5°05′00″O";https://es.wikipedia.org/wiki/Descenso_Internacional_del_Sella;;"Arriondas; Ribadesella; Asturias";"https://es.wikipedia.org/wiki/Arriondas; https://es.wikipedia.org/wiki/Ribadesella; https://es.wikipedia.org/wiki/Principado_de_Asturias";"http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png; http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png";"Mostrar el lugar en un mapa interactivo; Mostrar el lugar en un mapa interactivo";"43°23′09″N 5°11′27″O / 43.38583, -5.19083 (Arriondas); 43°26′45″N 5°05′00″O / 43.44583, -5.08333 (Ribadesella)";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_23_09_N_5_11_27_W_&title=Arriondas; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_26_45_N_5_05_00_W_&title=Ribadesella";"43°23′09″N; 43°26′45″N";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_23_09_N_5_11_27_W_&title=Arriondas; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_26_45_N_5_05_00_W_&title=Ribadesella";"5°11′27″O; 5°05′00″O";;"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_23_09_N_5_11_27_W_&title=Arriondas; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_26_45_N_5_05_00_W_&title=Ribadesella";"43.38583,; 43.44583,";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_23_09_N_5_11_27_W_&title=Arriondas; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_26_45_N_5_05_00_W_&title=Ribadesella";"-5.19083; -5.08333";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_23_09_N_5_11_27_W_&title=Arriondas; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_26_45_N_5_05_00_W_&title=Ribadesella";"Arriondas; Ribadesella";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_23_09_N_5_11_27_W_&title=Arriondas; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_26_45_N_5_05_00_W_&title=Ribadesella";;;;"1980[52]​; 1980";[52];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-52;;https://www.wikidata.org/wiki/Q8355038;Descenso del Sella;https://commons.wikimedia.org/wiki/Category:Descenso_del_Sella;"http://4v.dia.fi.upm.es/test/test2_files/100px-Mart%C3%ADnez_y_Hernanz._Descenso_del_Sella_2008..jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Descenso Internacional del Sella; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Mart%C3%ADnez_y_Hernanz._Descenso_del_Sella_2008..jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q8355038&descriptionlang=es&categories=Descenso+del+Sella&description=Descenso+Internacional+del+Sella";;
Romería Vikinga de Catoira;International;Catoira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Pontevedra)""";Q23047569;Primer domingo de agosto;"2002; 2002";42°39′40″N;8°42′54″O;https://es.wikipedia.org/wiki/Romer%C3%ADa_Vikinga_de_Catoira;;"Catoira; Pontevedra";"https://es.wikipedia.org/wiki/Catoira; https://es.wikipedia.org/wiki/Provincia_de_Pontevedra";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;42°39′40″N 8°42′54″O / 42.66111, -8.71500 (Catoira);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_39_40_N_8_42_54_W_&title=Catoira;42°39′40″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_39_40_N_8_42_54_W_&title=Catoira;8°42′54″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_39_40_N_8_42_54_W_&title=Catoira;4.266.111,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_39_40_N_8_42_54_W_&title=Catoira;-871.500;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_39_40_N_8_42_54_W_&title=Catoira;Catoira;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_39_40_N_8_42_54_W_&title=Catoira;;;;"2002; 2002";;;;https://www.wikidata.org/wiki/Q23047569;Viking Festival of Catoira;https://commons.wikimedia.org/wiki/Category:Viking_Festival_of_Catoira;"http://4v.dia.fi.upm.es/test/test2_files/100px-Fiesta_Vikinga_en_Catoria,_Galicia.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Romería Vikinga de Catoira; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Fiesta_Vikinga_en_Catoria,_Galicia.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23047569&descriptionlang=es&categories=Viking+Festival+of+Catoira&description=Romer%C3%ADa+Vikinga+de+Catoira";;
Misterio de Elche;International;Elche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Alicante)""";Q2115110;14 y 15 de agosto;"1980[53]​; 1980";38°16′01″N;0°41′54″O;https://es.wikipedia.org/wiki/Misterio_de_Elche;;"Elche; Alicante";"https://es.wikipedia.org/wiki/Elche; https://es.wikipedia.org/wiki/Provincia_de_Alicante";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°16′01″N 0°41′54″O / 38.26694, -0.69833 (Elche);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;38°16′01″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;0°41′54″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;3.826.694,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;-0.69833;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;Elche;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;;;;"1980[53]​; 1980";[53];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-53;;https://www.wikidata.org/wiki/Q2115110;Misteri d'Elx;https://commons.wikimedia.org/wiki/Category:Misteri_d%27Elx;"http://4v.dia.fi.upm.es/test/test2_files/100px-Misterio_de_Elche.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Misterio de Elche; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Misterio_de_Elche.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q2115110&descriptionlang=es&categories=Misteri+d%27Elx&description=Misterio+de+Elche";;
Tomatina;International;Buñol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Valencia)""";Q827695;Último miércoles de agosto;"2002[54]​; 2002";39°25′10″N;0°47′26″O;https://es.wikipedia.org/wiki/Tomatina;;"Buñol; Valencia";"https://es.wikipedia.org/wiki/Bu%C3%B1ol; https://es.wikipedia.org/wiki/Provincia_de_Valencia";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;39°25′10″N 0°47′26″O / 39.41944, -0.79056 (Buñol);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_25_10_N_0_47_26_W_&title=Bu%C3%B1ol;39°25′10″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_25_10_N_0_47_26_W_&title=Bu%C3%B1ol;0°47′26″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_25_10_N_0_47_26_W_&title=Bu%C3%B1ol;3.941.944,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_25_10_N_0_47_26_W_&title=Bu%C3%B1ol;-0.79056;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_25_10_N_0_47_26_W_&title=Bu%C3%B1ol;Buñol;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_25_10_N_0_47_26_W_&title=Bu%C3%B1ol;;;;"2002[54]​; 2002";[54];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-54;;https://www.wikidata.org/wiki/Q827695;La Tomatina;https://commons.wikimedia.org/wiki/Category:La_Tomatina;"http://4v.dia.fi.upm.es/test/test2_files/100px-Tomatina_2006.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Tomatina; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Tomatina_2006.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q827695&descriptionlang=es&categories=La+Tomatina&description=Tomatina";;
Encierros de Cuéllar;International;Cuéllar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Segovia)""";Q5832389;Último fin de semana de agosto;2018[55]​;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
